335	467	802
49	471	520
713	756	1469
174	573	747
843	770	1613
766	547	1313
979	42	1021
850	858	1708
754	871	1625
540	51	591
876	625	1501
659	741	1400
117	3	120
101	290	391
129	27	156
863	17	880
678	845	1523
997	496	1493
360	140	500
366	261	627
830	320	1150
740	321	1061
804	502	1306
434	478	912
343	8	351
513	109	622
999	821	1820
822	936	1758
964	986	1950
7	677	684
96	940	1036
555	940	1495
199	691	890
964	849	1813
370	310	680
31	846	877
34	545	579
470	829	1299
181	749	930
81	116	197
464	569	1033
805	22	827
415	260	675
325	150	475
87	103	190
689	709	1398
825	463	1288
919	261	1180
344	687	1031
783	698	1481
714	503	1217
356	679	1035
895	693	1588
586	911	1497
933	669	1602
379	578	957
612	931	1543
346	310	656
374	117	491
844	34	878
919	530	1449
452	785	1237
595	755	1350
621	88	709
670	396	1066
298	304	602
57	603	660
273	726	999
414	569	983
643	645	1288
208	416	624
31	32	63
330	627	957
412	374	786
400	471	871
320	528	848
829	395	1224
373	637	1010
843	470	1313
235	18	253
806	798	1604
399	377	776
120	638	758
160	891	1051
613	847	1460
973	644	1617
358	355	713
543	927	1470
477	961	1438
406	899	1305
391	478	869
729	107	836
154	344	498
985	301	1286
745	803	1548
600	557	1157
410	628	1038
124	971	1095
488	783	1271
163	345	508
970	953	1923
254	607	861
848	877	1725
669	389	1058
656	21	677
856	761	1617
765	0	765
983	998	1981
845	925	1770
934	812	1746
735	516	1251
797	998	1795
916	668	1584
84	507	591
169	265	434
729	284	1013
3	31	34
720	55	775
933	969	1902
185	805	990
58	403	461
713	865	1578
854	245	1099
112	297	409
133	41	174
499	762	1261
160	761	921
806	617	1423
554	288	842
85	372	457
527	776	1303
158	849	1007
650	979	1629
559	64	623
258	55	313
32	828	860
18	934	952
866	912	1778
104	476	580
311	195	506
703	343	1046
950	450	1400
220	895	1115
790	708	1498
168	993	1161
564	216	780
822	87	909
808	339	1147
854	87	941
485	356	841
546	911	1457
789	615	1404
575	223	798
390	208	598
705	58	763
691	953	1644
819	435	1254
268	525	793
312	294	606
380	653	1033
789	952	1741
599	653	1252
358	807	1165
513	194	707
394	699	1093
751	665	1416
652	192	844
860	856	1716
515	443	958
138	619	757
68	356	424
682	749	1431
602	784	1386
856	14	870
74	997	1071
179	125	304
795	403	1198
403	978	1381
948	611	1559
513	630	1143
107	680	787
208	89	297
898	481	1379
202	812	1014
478	263	741
701	602	1303
962	397	1359
239	137	376
336	324	660
729	959	1688
472	636	1108
307	926	1233
815	589	1404
87	594	681
968	489	1457
479	846	1325
682	318	1000
652	960	1612
551	140	691
440	622	1062
765	949	1714
945	149	1094
490	911	1401
752	689	1441
295	551	846
175	295	470
953	352	1305
241	812	1053
142	37	179
629	849	1478
299	722	1021
481	356	837
320	850	1170
337	89	426
862	218	1080
306	548	854
841	983	1824
246	780	1026
210	993	1203
340	539	879
366	537	903
904	951	1855
907	521	1428
496	32	528
650	505	1155
404	24	428
547	979	1526
946	344	1290
728	549	1277
827	282	1109
967	811	1778
450	35	485
180	363	543
413	37	450
308	491	799
698	720	1418
481	102	583
808	743	1551
27	201	228
996	524	1520
370	194	564
875	314	1189
121	597	718
53	874	927
505	466	971
240	177	417
111	654	765
993	754	1747
409	76	485
235	375	610
59	502	561
265	259	524
776	844	1620
303	275	578
896	410	1306
864	89	953
519	519	1038
662	851	1513
602	904	1506
259	525	784
289	162	451
245	475	720
599	101	700
402	357	759
481	784	1265
938	561	1499
68	511	579
995	522	1517
82	418	500
252	484	736
604	165	769
959	211	1170
46	493	539
841	894	1735
700	363	1063
479	460	939
1	633	634
30	61	91
523	409	932
600	307	907
574	798	1372
240	575	815
884	444	1328
95	329	424
1	862	863
740	262	1002
233	356	589
840	95	935
646	121	767
914	513	1427
606	133	739
493	252	745
14	124	138
831	208	1039
385	268	653
916	177	1093
965	261	1226
369	60	429
104	794	898
403	680	1083
168	14	182
30	647	677
465	624	1089
649	613	1262
447	582	1029
751	698	1449
646	716	1362
399	290	689
809	882	1691
251	809	1060
704	429	1133
286	234	520
119	549	668
58	0	58
849	658	1507
836	615	1451
879	696	1575
508	702	1210
161	554	715
71	884	955
134	901	1035
814	469	1283
375	537	912
495	738	1233
488	648	1136
264	558	822
313	376	689
362	234	596
609	409	1018
478	607	1085
275	860	1135
476	612	1088
683	152	835
862	566	1428
307	844	1151
320	795	1115
421	617	1038
530	43	573
812	532	1344
6	920	926
189	852	1041
142	485	627
557	613	1170
389	260	649
812	732	1544
970	672	1642
73	257	330
167	947	1114
870	115	985
402	362	764
66	416	482
871	897	1768
595	889	1484
7	94	101
484	245	729
576	348	924
730	765	1495
735	330	1065
638	702	1340
138	585	723
814	376	1190
819	666	1485
680	471	1151
209	49	258
384	773	1157
660	397	1057
924	208	1132
98	620	718
860	262	1122
874	628	1502
443	294	737
738	147	885
604	324	928
4	760	764
883	110	993
234	238	472
598	199	797
266	808	1074
997	236	1233
67	758	825
45	9	54
82	274	356
865	373	1238
996	125	1121
786	749	1535
983	900	1883
624	227	851
132	668	800
224	995	1219
716	849	1565
46	906	952
101	542	643
765	788	1553
887	182	1069
345	838	1183
995	463	1458
577	562	1139
686	253	939
134	765	899
357	603	960
847	600	1447
895	635	1530
235	904	1139
956	139	1095
491	274	765
97	991	1088
191	550	741
935	798	1733
231	56	287
124	248	372
482	305	787
256	398	654
243	794	1037
558	61	619
527	718	1245
668	331	999
7	317	324
77	317	394
619	819	1438
635	387	1022
165	908	1073
817	669	1486
586	894	1480
589	514	1103
467	430	897
467	109	576
450	59	509
470	507	977
177	128	305
886	49	935
538	696	1234
24	860	884
254	537	791
647	479	1126
254	643	897
180	286	466
538	270	808
408	40	448
809	741	1550
873	111	984
704	360	1064
985	688	1673
331	232	563
493	485	978
807	587	1394
198	914	1112
727	57	784
499	613	1112
656	969	1625
729	3	732
627	146	773
59	736	795
834	711	1545
628	963	1591
969	842	1811
9	234	243
962	851	1813
160	681	841
719	981	1700
949	473	1422
454	251	705
616	839	1455
588	236	824
473	151	624
756	163	919
103	417	520
534	606	1140
480	892	1372
149	42	191
333	606	939
932	253	1185
529	957	1486
475	800	1275
477	478	955
420	228	648
106	217	323
782	915	1697
482	515	997
218	125	343
513	746	1259
380	790	1170
257	386	643
242	729	971
829	120	949
1	747	748
178	980	1158
719	468	1187
519	47	566
850	813	1663
688	77	765
879	67	946
716	962	1678
961	714	1675
656	485	1141
393	26	419
759	46	805
143	842	985
932	329	1261
658	360	1018
715	967	1682
208	909	1117
601	431	1032
82	775	857
169	59	228
739	371	1110
776	584	1360
641	53	694
145	117	262
747	101	848
733	552	1285
462	744	1206
920	182	1102
765	279	1044
879	787	1666
480	879	1359
427	823	1250
829	512	1341
315	275	590
29	377	406
255	849	1104
321	172	493
892	371	1263
892	625	1517
500	673	1173
106	971	1077
435	580	1015
913	802	1715
312	282	594
983	294	1277
322	801	1123
25	422	447
578	263	841
109	732	841
139	776	915
970	568	1538
274	164	438
655	987	1642
341	877	1218
984	531	1515
844	913	1757
919	951	1870
441	276	717
882	554	1436
197	216	413
893	131	1024
187	229	416
681	26	707
677	153	830
478	14	492
791	205	996
415	484	899
90	970	1060
189	353	542
731	498	1229
334	275	609
475	637	1112
540	290	830
417	387	804
664	105	769
259	462	721
819	665	1484
721	998	1719
865	491	1356
7	909	916
600	620	1220
120	842	962
999	342	1341
654	73	727
322	775	1097
412	430	842
843	149	992
189	554	743
92	32	124
279	626	905
768	607	1375
302	408	710
634	315	949
725	626	1351
595	474	1069
732	894	1626
466	133	599
873	261	1134
197	577	774
72	837	909
582	9	591
504	998	1502
687	168	855
148	938	1086
465	36	501
377	913	1290
83	798	881
981	127	1108
1	563	564
883	474	1357
920	166	1086
764	188	952
732	785	1517
415	210	625
315	492	807
798	810	1608
519	886	1405
347	662	1009
302	165	467
377	783	1160
354	333	687
327	180	507
862	438	1300
842	833	1675
196	219	415
633	966	1599
93	591	684
100	989	1089
814	859	1673
967	225	1192
309	800	1109
335	863	1198
754	786	1540
209	689	898
4	683	687
857	104	961
143	592	735
742	718	1460
324	656	980
984	28	1012
73	564	637
415	747	1162
290	523	813
996	379	1375
456	475	931
730	532	1262
611	14	625
475	311	786
947	909	1856
721	63	784
647	486	1133
553	909	1462
445	214	659
855	938	1793
310	286	596
374	854	1228
346	535	881
835	544	1379
428	122	550
338	787	1125
298	775	1073
227	460	687
716	301	1017
388	761	1149
366	52	418
869	839	1708
356	368	724
870	493	1363
221	277	498
520	276	796
388	129	517
522	662	1184
676	848	1524
676	279	955
149	761	910
183	324	507
421	454	875
813	797	1610
609	670	1279
935	514	1449
809	17	826
102	810	912
992	437	1429
7	677	684
842	835	1677
532	522	1054
194	832	1026
565	3	568
306	396	702
411	892	1303
869	912	1781
404	327	731
492	555	1047
314	503	817
793	917	1710
557	858	1415
625	599	1224
268	868	1136
8	550	558
416	283	699
98	572	670
69	415	484
84	842	926
972	778	1750
647	975	1622
770	847	1617
888	449	1337
253	773	1026
946	292	1238
215	617	832
440	784	1224
809	355	1164
70	356	426
400	536	936
817	603	1420
210	885	1095
591	169	760
364	606	970
721	537	1258
779	117	896
26	801	827
352	976	1328
159	702	861
122	628	750
144	735	879
221	52	273
714	874	1588
396	982	1378
265	74	339
726	491	1217
20	106	126
133	420	553
510	113	623
803	107	910
740	528	1268
50	816	866
914	755	1669
813	904	1717
752	706	1458
341	129	470
865	114	979
25	384	409
309	530	839
681	515	1196
392	994	1386
463	984	1447
405	813	1218
486	983	1469
573	359	932
522	515	1037
779	225	1004
639	426	1065
407	204	611
793	931	1724
346	697	1043
722	480	1202
326	322	648
114	147	261
637	349	986
726	418	1144
14	892	906
609	282	891
793	825	1618
304	699	1003
411	293	704
828	117	945
684	712	1396
989	686	1675
82	804	886
360	547	907
824	17	841
853	775	1628
904	926	1830
739	591	1330
621	230	851
915	455	1370
987	284	1271
268	968	1236
473	192	665
873	156	1029
394	949	1343
611	793	1404
253	627	880
231	682	913
614	931	1545
406	669	1075
260	438	698
749	569	1318
173	189	362
593	59	652
821	585	1406
818	179	997
327	714	1041
751	474	1225
873	446	1319
766	257	1023
809	613	1422
957	862	1819
493	688	1181
426	443	869
434	625	1059
38	185	223
423	163	586
984	403	1387
156	547	703
815	992	1807
319	942	1261
852	971	1823
157	738	895
60	899	959
749	588	1337
529	41	570
709	656	1365
535	748	1283
336	617	953
276	267	543
232	951	1183
880	225	1105
69	549	618
153	65	218
591	939	1530
112	89	201
438	827	1265
360	550	910
78	764	842
2	345	347
618	573	1191
190	897	1087
852	447	1299
969	529	1498
516	177	693
274	538	812
98	327	425
565	371	936
348	400	748
411	951	1362
458	90	548
383	705	1088
649	746	1395
200	133	333
581	435	1016
678	238	916
983	608	1591
303	546	849
812	165	977
730	107	837
766	160	926
284	874	1158
789	597	1386
676	505	1181
701	787	1488
802	535	1337
776	979	1755
178	256	434
28	428	456
636	684	1320
410	804	1214
754	484	1238
401	789	1190
291	432	723
208	539	747
181	208	389
424	510	934
131	184	315
946	495	1441
548	836	1384
696	178	874
334	186	520
104	965	1069
562	325	887
790	18	808
640	656	1296
229	866	1095
751	452	1203
134	30	164
728	614	1342
161	391	552
762	234	996
491	891	1382
524	993	1517
678	686	1364
957	138	1095
321	696	1017
391	309	700
387	711	1098
390	299	689
107	300	407
658	4	662
356	522	878
79	564	643
148	276	424
809	87	896
1	955	956
764	50	814
611	897	1508
658	4	662
475	608	1083
367	338	705
482	408	890
749	95	844
695	156	851
840	735	1575
365	432	797
759	766	1525
373	139	512
407	893	1300
194	993	1187
742	801	1543
571	309	880
350	656	1006
328	242	570
114	923	1037
9	472	481
525	479	1004
852	887	1739
140	348	488
273	219	492
565	849	1414
869	409	1278
26	841	867
225	34	259
938	314	1252
396	638	1034
15	334	349
400	775	1175
937	679	1616
976	53	1029
283	694	977
154	103	257
988	237	1225
323	109	432
610	40	650
872	527	1399
502	857	1359
302	451	753
598	672	1270
13	161	174
769	105	874
689	349	1038
914	845	1759
8	206	214
486	329	815
626	755	1381
297	876	1173
875	246	1121
841	819	1660
467	391	858
308	128	436
566	672	1238
813	227	1040
870	50	920
976	384	1360
335	317	652
906	220	1126
341	257	598
914	497	1411
268	187	455
995	539	1534
775	37	812
136	914	1050
141	535	676
431	205	636
821	375	1196
460	162	622
844	353	1197
735	593	1328
341	33	374
169	644	813
218	349	567
129	628	757
614	374	988
428	218	646
631	474	1105
394	155	549
948	230	1178
487	961	1448
70	425	495
37	228	265
927	221	1148
432	747	1179
237	512	749
405	297	702
83	717	800
764	124	888
470	454	924
568	725	1293
256	260	516
637	416	1053
985	777	1762
617	548	1165
204	275	479
132	357	489
553	431	984
300	242	542
812	218	1030
516	167	683
55	946	1001
142	763	905
205	829	1034
815	356	1171
179	74	253
200	731	931
451	476	927
39	201	240
267	801	1068
108	283	391
676	260	936
53	442	495
55	5	60
899	238	1137
986	630	1616
324	643	967
163	751	914
58	97	155
458	216	674
398	200	598
108	640	748
900	490	1390
628	958	1586
421	774	1195
293	5	298
17	666	683
963	424	1387
668	839	1507
895	207	1102
292	722	1014
29	104	133
255	440	695
753	327	1080
474	799	1273
364	495	859
245	695	940
413	311	724
977	893	1870
913	414	1327
795	982	1777
302	170	472
569	103	672
350	698	1048
345	46	391
244	596	840
646	254	900
567	186	753
243	865	1108
240	123	363
415	376	791
402	883	1285
114	854	968
797	685	1482
788	75	863
116	575	691
744	265	1009
370	106	476
384	545	929
305	870	1175
596	385	981
934	1	935
701	358	1059
435	699	1134
741	390	1131
654	325	979
947	122	1069
714	314	1028
614	132	746
698	797	1495
675	838	1513
538	39	577
127	862	989
747	69	816
868	326	1194
648	233	881
628	812	1440
179	647	826
779	185	964
830	291	1121
660	104	764
448	59	507
252	466	718
238	551	789
849	446	1295
889	958	1847
979	20	999
355	644	999
697	567	1264
791	572	1363
986	525	1511
44	854	898
888	273	1161
78	174	252
88	906	994
702	538	1240
126	43	169
327	734	1061
518	938	1456
573	186	759
240	749	989
571	580	1151
163	98	261
286	531	817
341	117	458
710	532	1242
601	607	1208
673	321	994
84	675	759
864	679	1543
312	845	1157
454	977	1431
486	778	1264
480	336	816
422	224	646
684	416	1100
757	215	972
405	206	611
183	898	1081
704	847	1551
626	220	846
819	552	1371
995	341	1336
32	554	586
416	335	751
848	3	851
823	597	1420
900	123	1023
387	696	1083
406	941	1347
89	762	851
663	470	1133
442	430	872
142	13	155
520	315	835
700	383	1083
350	312	662
705	286	991
443	783	1226
5	91	96
146	655	801
50	884	934
253	584	837
45	861	906
453	41	494
435	594	1029
713	718	1431
364	357	721
586	643	1229
85	311	396
450	779	1229
918	873	1791
319	198	517
143	303	446
391	748	1139
295	943	1238
323	973	1296
916	700	1616
825	680	1505
767	273	1040
178	143	321
444	318	762
855	947	1802
535	141	676
246	622	868
425	843	1268
366	924	1290
143	98	241
65	300	365
938	605	1543
968	810	1778
289	492	781
967	89	1056
876	110	986
454	95	549
63	800	863
484	885	1369
794	944	1738
2	404	406
56	482	538
391	574	965
849	967	1816
626	768	1394
343	228	571
239	881	1120
641	457	1098
846	871	1717
318	858	1176
480	684	1164
663	119	782
195	459	654
8	219	227
600	387	987
813	486	1299
904	530	1434
726	292	1018
209	519	728
822	821	1643
488	820	1308
619	760	1379
235	690	925
352	973	1325
476	438	914
367	84	451
489	609	1098
652	312	964
612	800	1412
315	907	1222
283	41	324
432	704	1136
275	54	329
479	957	1436
833	583	1416
521	299	820
148	932	1080
519	500	1019
329	817	1146
207	680	887
312	390	702
267	613	880
873	646	1519
56	893	949
714	222	936
789	156	945
472	956	1428
400	186	586
60	511	571
912	331	1243
75	13	88
145	292	437
607	395	1002
879	261	1140
838	956	1794
362	617	979
257	494	751
831	36	867
608	802	1410
261	506	767
141	863	1004
841	837	1678
621	142	763
432	808	1240
816	176	992
115	208	323
842	70	912
60	426	486
327	525	852
139	797	936
206	359	565
519	607	1126
355	807	1162
896	516	1412
687	216	903
677	594	1271
385	526	911
700	345	1045
566	740	1306
63	525	588
738	929	1667
129	197	326
358	666	1024
874	232	1106
101	171	272
517	901	1418
486	108	594
563	680	1243
841	333	1174
158	984	1142
375	812	1187
201	861	1062
271	296	567
378	803	1181
964	831	1795
948	662	1610
243	74	317
462	277	739
265	977	1242
379	488	867
374	868	1242
701	223	924
879	48	927
456	938	1394
866	924	1790
844	264	1108
95	370	465
64	514	578
403	849	1252
612	544	1156
349	279	628
561	37	598
643	832	1475
879	170	1049
756	705	1461
446	978	1424
850	533	1383
331	700	1031
504	591	1095
551	550	1101
154	683	837
240	703	943
919	112	1031
695	662	1357
625	545	1170
699	382	1081
914	885	1799
934	869	1803
9	857	866
604	163	767
365	466	831
931	767	1698
452	95	547
440	291	731
844	26	870
870	550	1420
112	736	848
119	532	651
662	400	1062
156	351	507
518	483	1001
256	365	621
263	291	554
700	653	1353
885	431	1316
72	332	404
778	482	1260
147	138	285
187	286	473
801	353	1154
887	886	1773
604	604	1208
845	762	1607
977	87	1064
29	486	515
27	791	818
749	969	1718
639	98	737
461	519	980
303	137	440
379	325	704
678	564	1242
915	703	1618
990	377	1367
166	881	1047
8	49	57
657	21	678
351	612	963
47	918	965
787	170	957
84	777	861
318	865	1183
414	761	1175
942	757	1699
206	255	461
657	668	1325
897	317	1214
791	590	1381
110	51	161
1000	491	1491
839	592	1431
506	844	1350
807	526	1333
971	359	1330
238	74	312
402	252	654
625	619	1244
404	328	732
156	199	355
845	655	1500
612	287	899
157	453	610
127	529	656
21	314	335
401	382	783
59	363	422
152	34	186
460	356	816
564	127	691
421	518	939
563	606	1169
40	141	181
969	229	1198
806	399	1205
462	583	1045
276	323	599
331	431	762
418	545	963
349	558	907
624	245	869
337	87	424
153	263	416
511	672	1183
857	25	882
64	797	861
623	679	1302
643	14	657
386	551	937
113	800	913
956	740	1696
905	556	1461
193	617	810
487	337	824
419	286	705
775	49	824
231	301	532
196	828	1024
830	324	1154
263	526	789
919	643	1562
310	760	1070
187	156	343
140	896	1036
514	194	708
747	750	1497
580	185	765
742	938	1680
690	689	1379
606	867	1473
173	506	679
977	88	1065
136	120	256
610	978	1588
743	776	1519
105	151	256
260	325	585
27	418	445
739	430	1169
22	347	369
967	360	1327
612	485	1097
714	615	1329
375	684	1059
256	965	1221
209	277	486
683	353	1036
150	35	185
397	525	922
679	889	1568
675	45	720
1000	433	1433
273	817	1090
158	157	315
634	917	1551
907	449	1356
302	228	530
333	414	747
396	234	630
873	935	1808
290	325	615
966	181	1147
871	290	1161
852	70	922
90	898	988
685	581	1266
976	275	1251
293	123	416
156	710	866
4	804	808
398	786	1184
802	824	1626
836	814	1650
694	247	941
561	926	1487
190	968	1158
635	187	822
513	858	1371
204	29	233
758	846	1604
377	802	1179
740	996	1736
158	588	746
450	845	1295
549	121	670
712	292	1004
466	19	485
233	625	858
933	539	1472
204	319	523
494	282	776
805	901	1706
554	626	1180
36	967	1003
728	82	810
313	58	371
432	381	813
624	166	790
655	673	1328
336	576	912
980	816	1796
17	949	966
926	454	1380
895	747	1642
37	333	370
785	849	1634
891	647	1538
629	959	1588
649	200	849
13	211	224
149	281	430
850	587	1437
901	401	1302
168	697	865
117	53	170
514	440	954
43	289	332
449	505	954
131	810	941
435	772	1207
780	428	1208
690	171	861
845	802	1647
905	556	1461
161	899	1060
650	396	1046
940	365	1305
316	383	699
514	779	1293
702	630	1332
14	55	69
573	345	918
824	60	884
335	56	391
512	899	1411
833	218	1051
583	971	1554
967	964	1931
519	573	1092
925	311	1236
481	375	856
150	782	932
406	998	1404
195	626	821
885	181	1066
794	978	1772
717	634	1351
183	929	1112
521	92	613
906	299	1205
999	689	1688
531	599	1130
462	542	1004
1	49	50
578	393	971
872	858	1730
864	761	1625
120	246	366
391	594	985
436	342	778
937	57	994
197	213	410
964	277	1241
706	502	1208
855	159	1014
628	96	724
16	6	22
613	374	987
741	163	904
219	452	671
309	862	1171
556	93	649
149	6	155
447	176	623
360	707	1067
163	638	801
443	746	1189
329	117	446
370	160	530
103	613	716
577	922	1499
869	876	1745
27	239	266
128	608	736
594	738	1332
759	95	854
71	682	753
80	870	950
601	300	901
548	511	1059
535	660	1195
150	293	443
833	799	1632
636	235	871
159	111	270
813	884	1697
930	785	1715
437	275	712
166	741	907
711	620	1331
893	101	994
941	575	1516
393	218	611
322	886	1208
287	497	784
120	310	430
604	675	1279
543	468	1011
392	949	1341
503	275	778
961	84	1045
504	755	1259
251	452	703
655	318	973
383	201	584
714	315	1029
853	902	1755
360	496	856
639	421	1060
883	738	1621
284	920	1204
878	626	1504
218	236	454
265	855	1120
217	2	219
345	114	459
65	809	874
951	697	1648
225	434	659
433	344	777
908	148	1056
452	430	882
95	401	496
316	801	1117
168	683	851
925	431	1356
729	362	1091
288	56	344
7	418	425
407	951	1358
808	997	1805
323	265	588
912	838	1750
8	646	654
100	493	593
249	417	666
236	82	318
439	924	1363
369	700	1069
911	842	1753
200	791	991
468	24	492
420	652	1072
53	848	901
580	783	1363
449	254	703
710	640	1350
140	808	948
693	470	1163
456	142	598
72	130	202
366	142	508
628	23	651
294	769	1063
412	7	419
888	955	1843
676	868	1544
914	100	1014
619	733	1352
402	288	690
623	282	905
881	97	978
422	564	986
928	351	1279
459	285	744
314	462	776
889	121	1010
98	486	584
275	638	913
318	920	1238
712	974	1686
945	474	1419
770	766	1536
865	319	1184
802	158	960
761	404	1165
843	523	1366
517	654	1171
950	6	956
43	344	387
168	967	1135
701	192	893
657	379	1036
274	591	865
657	766	1423
175	329	504
196	492	688
492	134	626
947	562	1509
854	568	1422
997	603	1600
689	184	873
765	938	1703
234	430	664
825	721	1546
32	614	646
56	638	694
83	206	289
947	689	1636
422	319	741
808	228	1036
578	117	695
7	742	749
900	160	1060
229	149	378
632	235	867
394	967	1361
343	886	1229
752	703	1455
112	617	729
536	781	1317
412	946	1358
848	234	1082
211	101	312
594	77	671
471	307	778
459	147	606
482	914	1396
462	222	684
87	192	279
288	543	831
377	270	647
636	639	1275
613	85	698
953	701	1654
594	158	752
808	427	1235
485	524	1009
709	989	1698
645	425	1070
590	278	868
520	54	574
344	634	978
328	794	1122
200	408	608
765	499	1264
931	327	1258
373	832	1205
942	439	1381
163	560	723
455	269	724
989	668	1657
173	797	970
267	944	1211
605	375	980
104	740	844
778	674	1452
497	422	919
869	259	1128
619	88	707
862	782	1644
684	827	1511
511	783	1294
964	837	1801
323	169	492
48	50	98
86	67	153
677	891	1568
196	171	367
42	931	973
901	304	1205
920	228	1148
554	768	1322
913	148	1061
28	157	185
754	931	1685
767	648	1415
455	251	706
589	47	636
768	401	1169
381	875	1256
503	280	783
171	110	281
609	156	765
452	376	828
0	904	904
731	493	1224
379	460	839
223	794	1017
211	697	908
271	724	995
128	957	1085
836	578	1414
211	757	968
866	984	1850
562	994	1556
392	95	487
174	654	828
84	921	1005
724	242	966
62	859	921
25	611	636
578	280	858
794	956	1750
272	630	902
535	31	566
969	155	1124
905	699	1604
157	59	216
713	643	1356
964	958	1922
626	909	1535
230	136	366
290	24	314
413	444	857
642	525	1167
626	602	1228
506	682	1188
115	653	768
733	39	772
269	895	1164
892	505	1397
330	422	752
928	256	1184
385	504	889
185	656	841
16	31	47
488	552	1040
9	547	556
755	40	795
679	251	930
227	714	941
999	155	1154
82	278	360
37	876	913
209	472	681
945	43	988
648	951	1599
733	447	1180
497	448	945
585	304	889
166	380	546
624	485	1109
287	614	901
707	857	1564
86	265	351
719	350	1069
59	765	824
708	346	1054
389	172	561
148	57	205
225	333	558
664	80	744
655	930	1585
803	392	1195
558	812	1370
194	891	1085
1000	673	1673
491	498	989
213	710	923
844	351	1195
23	28	51
507	331	838
638	133	771
677	865	1542
996	601	1597
698	818	1516
794	158	952
650	483	1133
476	502	978
450	7	457
816	684	1500
774	471	1245
53	873	926
333	93	426
191	639	830
802	18	820
295	283	578
229	226	455
214	181	395
8	905	913
183	241	424
732	778	1510
14	743	757
661	769	1430
135	611	746
410	52	462
145	429	574
101	868	969
793	57	850
574	526	1100
323	911	1234
354	454	808
949	152	1101
457	517	974
